"","full_name","castaway_id","castaway","version","version_season","season_name","season","age","city","state","episode","day","order","result","jury_status","original_tribe","date_of_birth","date_of_death","gender","race","ethnicity","poc","occupation","personality_type","screen_time_ep1","confessional_count_ep1","ncontestants","age_group","OUT"
"365","Hein Vosloo","SA0023","Hein","SA","SA02","Survivor South Africa: Malaysia",2,47,"Manzengwenya","KZN",9,19,9,"9th voted out",NA,"Bajau",1960-07-02,NA,"Male",NA,NA,NA,"Rural Developer",NA,NA,3,16,"45-50",NA
"366","Helen Glover","US0077","Helen","US","US05","Survivor: Thailand",5,47,"Middletown","Rhode Island",14,37,13,"13th voted out","6th jury member","Chuay Gahn",1955-04-28,NA,"Female",NA,NA,"White","Navy Swim Instructor","ISTJ",NA,6,16,"45-50",NA
"367","Henry Nicholson","AU0039","Henry","AU","AU02","Survivor Australia: 2017",2,26,"Adelaide","SA",18,40,15,"15th voted out","3rd jury member","Asaga",NA,NA,"Male",NA,NA,NA,"Labourer",NA,NA,1,24,"26-29",NA
"368","Henry Nicholson","AU0039","Henry","AU","AU05","Survivor Australia: All Stars",5,28,"Adelaide","South Australia",5,12,5,"5th voted out",NA,"Mokuta",NA,NA,"Male",NA,NA,NA,"Labourer",NA,NA,7,24,"26-29",NA
"369","Holly Hoffman","US0318","Holly","US","US21","Survivor: Nicaragua",21,44,"Eureka","South Dakota",15,38,17,"15th voted out","9th jury member","Espada",1966-03-15,NA,"Female",NA,NA,"White","Swim Coach","ENFJ",NA,2,20,"40-44",NA
"370","Hope Driskill","US0388","Hope","US","US26","Survivor: Caramoan",26,23,"Jefferson City","Missouri",3,7,3,"3rd voted out",NA,"Gota",1989-07-06,NA,"Female",NA,NA,"White","Pre-Law Student","ISFP",NA,0,20,"22-25",NA
"371","Hunter Ellis","US0051","Hunter","US","US04","Survivor: Marquesas",4,33,"La Jolla","California",3,9,3,"3rd voted out",NA,"Maraamu",1968-07-05,NA,"Male",NA,NA,"White","Former Navy Fighter Pilot","ESTJ",NA,2,16,"30-34",NA
"372","Hykie Berg","SA0067","Hykie","SA","SA04","Survivor South Africa: Maldives",4,32,"Johannesburg","Gauteng",14,27,19,"Sole Survivor",NA,"Celeb",1978-05-02,NA,"Male",NA,NA,NA,"Actor",NA,NA,7,19,"30-34",NA
"373","Ian Rosenberger","US0148","Ian","US","US10","Survivor: Palau",10,23,"Ambridge","Pennsylvania",14,38,18,"14th voted out","7th jury member","Koror",1981-08-24,NA,"Male",NA,NA,"White","Dolphin Trainer","ESFP",NA,2,20,"22-25",NA
"374","Ibrehem Rahman","US0140","Ibrehem","US","US10","Survivor: Palau",10,27,"Birmingham","Alabama",7,18,10,"8th voted out",NA,"Ulong",1977-03-04,NA,"Male","Black",NA,"POC","Waiter","ISTJ",NA,1,20,"26-29",NA
"375","Irshaad Ally","SA0022","Irshaad","SA","SA02","Survivor South Africa: Malaysia",2,29,"Lyndhurst","GP",8,17,8,"8th voted out",NA,"Iban",1978-03-01,NA,"Male",NA,NA,NA,"Graphic Designer",NA,NA,2,16,"26-29",NA
"376","Isabel Pearson","NZ0004","Izzy","NZ","NZ01","Survivor NZ: Nicaragua",1,30,"Auckland",NA,4,8,4,"4th voted out",NA,"Mogoton",NA,NA,"Female",NA,NA,NA,"Oil Rig Steward",NA,NA,6,19,"26-29",NA
"377","Izak Davel","SA0043","Izak","SA","SA03","Survivor South Africa: Santa Carolina",3,26,"Johannesburg","Gauteng",11,23,13,"11th voted out","5th jury member","Timbila",1983-07-01,NA,"Male",NA,NA,NA,"Actor",NA,NA,0,18,"26-29",NA
"378","J'Tia Taylor","US0410","J'Tia","US","US28","Survivor: Cagayan",28,31,"Chicago","Illinois",3,11,4,"4th voted out",NA,"Luzon",1981-09-01,NA,"Female","Black",NA,"POC","Nuclear Engineer","ENTJ",NA,4,18,"30-34",NA
"379","Jacinda Louw","SA0014","Jacinda","SA","SA01","Survivor South Africa: Panama",1,25,"Johannesburg","Gauteng",13,29,15,"Runner-up",NA,"Rana",1981-12-04,NA,"Female",NA,NA,NA,"Entrepreneur",NA,NA,4,16,"22-25",NA
"380","Jack Nichting","US0577","Jack","US","US39","Survivor: Island of the Idols",39,23,"Harrisonburg","Virginia",7,19,7,"7th voted out","1st jury member","Vokai",1995-06-05,NA,"Male",NA,NA,"White","Graduate Student","ENFP",NA,2,20,"22-25",NA
"381","Jackie Glazier","AU0058","Jackie","AU","AU03","Survivor Australia: Champions vs. Contenders",3,44,"Melbourne","VIC",11,25,11,"11th voted out",NA,"Champions",1973-11-28,NA,"Female",NA,NA,NA,"World Series Poker Player",NA,NA,0,25,"40-44",NA
"382","Jaclyn Schultz","US0441","Jaclyn","US","US29","Survivor: San Juan del Sur",29,25,"Las Vegas","Nevada",15,39,17,"Runner-up",NA,"Coyopa",1988-08-16,NA,"Female",NA,NA,"White","Media Buyer","ESFP",NA,1,18,"22-25",NA
"383","Jacob Derwin","US0518","Jacob","US","US36","Survivor: Ghost Island",36,22,"Brooklyn","New York",1,6,2,"2nd voted out",NA,"Malolo",1995-06-01,NA,"Male","White","Jewish","White","Music Teacher","INFP",NA,15,20,"22-25",NA
"384","Jacques Burger","SA0120","Jacques","SA","SA07","Survivor South Africa: Island of Secrets",7,27,"Pretoria","Gauteng",15,34,15,"15th voted out","7th jury member","Ta'alo",NA,NA,"Male",NA,NA,NA,"Industrial Engineer",NA,NA,8,21,"26-29",NA
"385","Jacqui Patterson","AU0032","Jacqui","AU","AU02","Survivor Australia: 2017",2,50,"Byron Bay","NSW",8,22,8,"8th voted out",NA,"Asaga",NA,NA,"Female",NA,NA,NA,"Wedding Celebrant",NA,NA,2,24,"45-50",NA
"386","Jacqui Patterson","AU0032","Jacqui","AU","AU05","Survivor Australia: All Stars",5,52,"Byron Bay","New South Wales",19,40,17,"17th voted out","4th jury member","Vakama",NA,NA,"Female",NA,NA,NA,"Wedding Celebrant",NA,NA,0,24,"51-55",NA
"387","Jacquie Berg","US0251","Jacquie","US","US17","Survivor: Gabon",17,25,"Santa Barbara","California",3,12,4,"4th voted out",NA,"Kota",1982-09-10,NA,"Female",NA,NA,"White","Medical Sales","ENFJ",NA,2,18,"22-25",NA
"388","Jaime Dugan","US0228","Jaime","US","US15","Survivor: China",15,22,"Columbia","South Carolina",7,21,7,"7th voted out","1st jury member","Zhan Hu",1985-06-30,NA,"Female",NA,NA,"White","Student","ESFJ",NA,0,16,"22-25",NA
"389","Jairus Robinson","US0603","JD","US","US41","Survivor: 41",41,20,"Oklahoma City","Oklahoma",4,9,5,"5th voted out",NA,"Ua",2001-03-18,NA,"Male","Black",NA,"POC","College Student","ESFP",NA,11,18,"18-21",NA
"390","Jaison Robinson","US0297","Jaison","US","US19","Survivor: Samoa",19,28,"Chicago","Illinois",15,37,16,"14th voted out","8th jury member","Foa Foa",1980-09-25,NA,"Male","Black",NA,"POC","Law Student","INTJ",NA,2,20,"26-29",NA
"391","Jake Billingsley","US0075","Jake","US","US05","Survivor: Thailand",5,60,"McKinney","Texas",12,33,11,"11th voted out","4th jury member","Sook Jai",1941-08-21,NA,"Male",NA,NA,"White","Land Broker","ISFJ",NA,5,16,"56-60",NA
"392","Jakob Thomas","NZ0011","Jak","NZ","NZ01","Survivor NZ: Nicaragua",1,22,"Lower Hutt",NA,13,26,11,"10th voted out","5th jury member","Hermosa",NA,NA,"Male",NA,NA,NA,"Banking Consultant",NA,NA,3,19,"22-25",NA
"393","Jamal Shipman","US0579","Jamal","US","US39","Survivor: Island of the Idols",39,33,"Providence","Rhode Island",8,24,9,"9th voted out","3rd jury member","Vokai",1985-05-09,NA,"Male","Black","Hispanic or Latino","POC","College Administrator","ENFJ",NA,1,20,"30-34",NA
"394","James Clement","US0231","James","US","US20","Survivor: Heroes vs. Villains",20,32,"Lafayette","Louisiana",6,15,7,"7th voted out",NA,"Heroes",1977-03-09,NA,"Male","Black",NA,"POC","Gravedigger","ISTP",NA,2,20,"30-34",NA
"395","James Clement","US0231","James","US","US15","Survivor: China",15,30,"Lafayette","Louisiana",11,30,10,"10th voted out","4th jury member","Fei Long",1977-03-09,NA,"Male","Black",NA,"POC","Gravedigger","ISTP",NA,1,16,"26-29",NA
"396","James Crittenden","US0123","Chad","US","US09","Survivor: Vanuatu",9,34,"Oakland","California",10,27,11,"11th voted out","2nd jury member","Lopevi",1969-08-08,NA,"Male",NA,NA,"White","Teacher","ESTP",NA,2,18,"30-34",NA
"397","James Jones","US0632","James","US","US43","Survivor: 43",43,36,"Philadelphia","Pennsylvania",NA,NA,NA,NA,NA,"Coco",1985-05-07,NA,"Male",NA,NA,"POC","Event Planner",NA,NA,4,NA,"35-39",NA
"398","James Lim","US0522","James","US","US36","Survivor: Ghost Island",36,24,"New York City","New York",5,17,6,"6th voted out",NA,"Malolo",1993-03-17,NA,"Male","Asian","Korean American","POC","Business Analyst","INTJ",NA,2,20,"22-25",NA
"399","James Miller","US0139","James","US","US10","Survivor: Palau",10,33,"Mobile","Alabama",6,15,9,"7th voted out",NA,"Ulong",1971-07-08,NA,"Male",NA,NA,"White","Steelworker","ESTP",NA,2,20,"30-34",NA
"400","James Reid","US0210","Rocky","US","US14","Survivor: Fiji",14,28,"Los Angeles","California",7,19,8,"7th voted out","1st jury member","Ravu",1978-09-11,NA,"Male",NA,NA,"White","Bartender","ESTP",NA,6,19,"26-29",NA
"401","James Tarantino","US0305","Jimmy T.","US","US21","Survivor: Nicaragua",21,48,"Gloucester","Massachusetts",4,11,4,"4th voted out",NA,"Espada",1962-09-07,NA,"Male",NA,NA,"White","Commercial Fisherman","ESTP",NA,3,20,"45-50",NA
"402","James Thomas Jr.","US0281","J.T.","US","US20","Survivor: Heroes vs. Villains",20,25,"Mobile","Alabama",10,27,11,"11th voted out","3rd jury member","Heroes",1984-06-23,NA,"Male",NA,NA,"White","Cattle Rancher","ESTP",NA,5,20,"22-25",NA
"403","James Thomas Jr.","US0281","J.T.","US","US18","Survivor: Tocantins",18,24,"Mobile","Alabama",15,39,16,"Sole Survivor",NA,"Jalapao",1984-06-23,NA,"Male",NA,NA,"White","Cattle Rancher","ESTP",NA,2,16,"22-25",NA
"404","James Thomas Jr.","US0281","J.T.","US","US34","Survivor: Game Changers",34,31,"Mobile","Alabama",4,13,5,"5th voted out",NA,"Nuku",1984-06-23,NA,"Male",NA,NA,"White","Cattle Rancher","ESTP",NA,1,20,"30-34",NA
"405","Jamie Newton","US0160","Jamie","US","US11","Survivor: Guatemala",11,24,"North Hollywood","California",10,27,11,"11th voted out","2nd jury member","Yaxha",1981-01-26,NA,"Male",NA,NA,"White","Water Skiing Instructor","ISTP",NA,1,18,"22-25",NA
"406","Jan Gentry","US0078","Jan","US","US05","Survivor: Thailand",5,53,"Tampa","Florida",14,38,14,"14th voted out","7th jury member","Chuay Gahn",1948-10-31,NA,"Female",NA,NA,"White","Teacher","ENFP",NA,3,16,"51-55",NA
"407","Jane Bright","US0316","Jane","US","US21","Survivor: Nicaragua",21,56,"Jackson Springs","North Carolina",14,36,15,"13th voted out","7th jury member","Espada",1953-12-13,NA,"Female",NA,NA,"White","Dog Trainer","ISTP",NA,1,20,"56-60",NA
"408","Janelle Durso","AU0097","Janelle","AU","AU06","Survivor Australia: Brains vs. Brawn",6,43,"Townsville","QLD",2,5,2,"2nd voted out",NA,"Brawn",NA,NA,"Female",NA,NA,NA,"Cleaner",NA,NA,0,26,"40-44",NA
"409","Janet Carbin","US0586","Janet","US","US39","Survivor: Island of the Idols",39,59,"Palm Bay","Florida",13,37,16,"15th voted out","9th jury member","Vokai",1959-06-15,NA,"Female",NA,NA,"White","Chief Lifeguard","ENFJ",NA,3,20,"56-60",NA
"410","Janet Koth","US0082","Janet","US","US06","Survivor: The Amazon",6,46,"Manchester","Missouri",2,6,2,"2nd voted out",NA,"Jaburu",1955-11-18,NA,"Female",NA,NA,"White","Homemaker","ISFJ",NA,4,15,"45-50",NA
"411","Janine Allis","AU0090","Janine","AU","AU04","Survivor Australia: Champions vs. Contenders (2019)",4,53,"Melbourne","VIC",21,44,20,"19th voted out","6th jury member","Champions",NA,NA,"Female",NA,NA,NA,"CEO Powerhouse",NA,NA,1,25,"51-55",NA
"412","Jarrad Seng","AU0037","Jarrad","AU","AU02","Survivor Australia: 2017",2,29,"Perth","WA",16,36,13,"13th voted out","1st jury member","Samatau",1988-02-02,NA,"Male","Asian","Malaysian/Chinese",NA,"Photographer",NA,NA,1,24,"26-29",NA
"413","Jason Brookstein","SA0127","Jason","SA","SA08","Survivor South Africa: Immunity Island",8,27,"Johannesburg","Gauteng",1,3,1,"1st voted out",NA,"Zamba",NA,NA,"Male",NA,NA,NA,"Structural Engineering Draughtsman",NA,NA,11,20,"26-29",1
"414","Jason Linden","US0576","Jason","US","US39","Survivor: Island of the Idols",39,32,"New York City","New York",6,16,6,"6th voted out",NA,"Vokai",1986-08-04,NA,"Male","White","Jewish","White","Personal Injury Lawyer","ENTP",NA,2,20,"30-34",NA
"415","Jason Siska","US0244","Jason","US","US16","Survivor: Micronesia",16,22,"Fox River Grove","Illinois",11,30,13,"11th voted out","3rd jury member","Airai",1985-03-04,NA,"Male",NA,NA,"White","Gymnastics Coach","ESFP",NA,4,20,"22-25",NA
"416","Jay Bruno","AU0124","Jay","AU","AU07","Survivor Australia: Blood vs. Water",7,34,NA,"Victoria",6,NA,6,"5th voted out",NA,"Blood",NA,NA,"Male",NA,NA,NA,NA,NA,NA,0,28,"30-34",NA
"417","Jay Byars","US0362","Jay","US","US24","Survivor: One World",24,25,"Gaffney","South Carolina",9,25,9,"7th voted out","3rd jury member","Manono",1986-11-05,NA,"Male",NA,NA,"White","Model","ISFP",NA,3,17,"22-25",NA
"418","Jean-Robert Bellande","US0229","Jean-Robert","US","US15","Survivor: China",15,36,"Las Vegas","Nevada",8,24,8,"8th voted out","2nd jury member","Fei Long",1970-09-17,NA,"Male",NA,NA,"White","Poker Player","INTP",NA,1,16,"35-39",NA
"419","Jeanine Zheng","US0633","Jeanine","US","US43","Survivor: 43",43,24,"San Francisco","California",NA,NA,NA,NA,NA,"Baka",1997-12-19,NA,"Female",NA,NA,"POC","UX Designer",NA,NA,1,NA,"22-25",NA
"420","Jeanne Hebert","US0085","Jeanne","US","US06","Survivor: The Amazon",6,40,"North Attleboro","Massachusetts",5,15,5,"5th voted out",NA,"Jaburu",1962-01-06,NA,"Female",NA,NA,"White","Marketing Director","ISTJ",NA,4,15,"35-39",NA
"421","Jeanne Michel","SA0104","Jeanne","SA","SA06","Survivor South Africa: Philippines",6,34,"Cape Town","Western Cape",16,39,17,"Runner-up",NA,"Mindanao",NA,NA,"Female",NA,NA,NA,"Radio Producer",NA,NA,8,18,"30-34",NA
"422","Jed Hildebrand","US0067","Jed","US","US05","Survivor: Thailand",5,25,"Dallas","Texas",3,9,3,"3rd voted out",NA,"Sook Jai",1976-12-05,NA,"Male",NA,NA,"White","Dental Student","ISFP",NA,2,16,"22-25",NA
"423","Jeff Kent","US0379","Jeff","US","US25","Survivor: Philippines",25,44,"Austin","Texas",8,22,9,"8th voted out","2nd jury member","Kalabaw",1968-03-07,NA,"Male",NA,NA,"White","Retired MLB Player","ISTP",NA,4,18,"40-44",NA
"424","Jeff Varner","US0023","Jeff","US","US02","Survivor: The Australian Outback",2,34,"Manhattan","New York",7,21,7,"6th voted out",NA,"Kucha",1966-04-16,NA,"Male",NA,NA,"White","Internet Projects Manager","ENFP",NA,5,16,"30-34",NA
"425","Jeff Varner","US0023","Jeff","US","US31","Survivor: Cambodia",31,49,"Greensboro","North Carolina",4,11,4,"4th voted out",NA,"Ta Keo",1966-04-16,NA,"Male",NA,NA,"White","Internet Projects Manager","ENFP",NA,5,20,"45-50",NA
"426","Jeff Varner","US0023","Jeff","US","US34","Survivor: Game Changers",34,50,"High Point","North Carolina",6,18,7,"7th voted out",NA,"Mana",1966-04-16,NA,"Male",NA,NA,"White","Internet Projects Manager","ENFP",NA,4,20,"45-50",NA
"427","Jeff Wilson","US0135","Jeff","US","US10","Survivor: Palau",10,21,"Ventura","California",3,8,5,"3rd voted out",NA,"Ulong",1983-02-09,NA,"Male",NA,NA,"White","Personal Trainer","ESFP",NA,0,20,"18-21",NA
"428","Jefra Bland","US0418","Jefra","US","US28","Survivor: Cagayan",28,22,"Campbellsville","Kentucky",10,30,12,"11th voted out","5th jury member","Solana",1990-07-02,NA,"Male",NA,NA,"White","Miss Kentucky Teen USA","ISFJ",NA,3,18,"22-25",NA
"429","Jenn Brown","US0452","Jenn","US","US30","Survivor: Worlds Apart",30,22,"Long Beach","California",10,27,10,"10th voted out","3rd jury member","Nagarote",1992-01-27,NA,"Female",NA,NA,"White","Sailing Instructor","ESTP",NA,10,18,"22-25",NA
"430","Jenna Austin","AU0052","Jenna","AU","AU03","Survivor Australia: Champions vs. Contenders",3,28,"Perth","WA",5,13,5,"5th voted out",NA,"Contenders",NA,NA,"Female",NA,NA,NA,"FIFO Worker",NA,NA,1,25,"26-29",NA
"431","Jenna Bowman","US0527","Jenna","US","US36","Survivor: Ghost Island",36,23,"Venice Beach","California",10,29,11,"11th voted out","4th jury member","Malolo",1993-11-10,NA,"Female",NA,NA,"White","Advertising Account Executive","ISTJ",NA,2,20,"22-25",NA
"432","Jenna Lewis","US0009","Jenna L.","US","US08","Survivor: All-Stars",8,26,"Burbank","California",16,38,16,"14th voted out","7th jury member","Saboga",1977-07-16,NA,"Female",NA,NA,"White","Student","ENFP",NA,6,17,"26-29",NA
"433","Jennah-Louise Salkeld","AU0017","Jennah-Louise","AU","AU01","Survivor Australia: 2016",1,27,"Gold Coast","QLD",20,43,17,"16th voted out","4th jury member","Vavau",NA,NA,"Female",NA,NA,NA,"Law Graduate",NA,NA,2,24,"26-29",NA
"434","Jennifer Lanzetti","US0462","Jennifer","US","US32","Survivor: Kaoh Rong",32,38,"Salt Lake City","Utah",2,6,2,"2nd voted out",NA,"To Tang",1977-07-14,NA,"Female",NA,NA,"White","Contractor","ESTP",NA,3,18,"35-39",NA
"435","Jennifer Lyon","US0147","Jenn","US","US10","Survivor: Palau",10,32,"Encino","California",14,37,17,"13th voted out","6th jury member","Koror",1972-02-27,2010-01-19,"Female",NA,NA,"White","Nanny","ISFP",NA,0,20,"30-34",NA
"436","Jenny Guzon-Bae","US0193","Jenny","US","US13","Survivor: Cook Islands",13,36,"Lake Forest","Illinois",10,24,11,"11th voted out","3rd jury member","Puka Puka",1970-05-08,NA,"Female","Asian","Filipino American","POC","Real Estate Agent","ISTJ",NA,1,20,"35-39",NA
"437","Jenny Kim","US0614","Jenny","US","US42","Survivor: 42",42,43,"Brooklyn","New York",3,7,4,"3rd voted out",NA,"Vati",1978-06-30,NA,"Female","Asian","Asian American","POC","Creative Director","INFJ",260,4,18,"40-44",NA
"438","Jeremiah Wood","US0417","Jeremiah","US","US28","Survivor: Cagayan",28,34,"Dobson","North Carolina",9,28,11,"10th voted out","4th jury member","Solana",1979-06-15,NA,"Male",NA,NA,"White","Male Model","ISFP",NA,1,18,"30-34",NA
"439","Jeremy Collins","US0433","Jeremy","US","US29","Survivor: San Juan del Sur",29,36,"Foxboro","Massachusetts",9,24,9,"8th voted out","2nd jury member","Hunahpu",1978-04-16,NA,"Male","Black",NA,"POC","Cambridge Firefighter","ESTJ",NA,5,18,"35-39",NA
"440","Jeremy Collins","US0433","Jeremy","US","US31","Survivor: Cambodia",31,37,"Foxboro","Massachusetts",15,39,20,"Sole Survivor",NA,"Bayon",1978-04-16,NA,"Male","Black",NA,"POC","Cambridge Firefighter","ESTJ",NA,2,20,"35-39",NA
"441","Jeremy Collins","US0433","Jeremy","US","US40","Survivor: Winners at War",40,41,"Foxboro","Massachusetts",13,31,15,"15th voted out","12th jury member","Sele",1978-04-16,NA,"Male","Black",NA,"POC","Cambridge Firefighter","ESTJ",NA,3,22,"40-44",NA
"442","Jeremy Crawford","US0539","Jeremy","US","US37","Survivor: David vs. Goliath",37,40,"New York City","New York",3,9,3,"2nd voted out",NA,"Goliath",1978-04-26,NA,"Male","Black",NA,"POC","Attorney","ENFJ",NA,2,20,"35-39",NA
"443","Jericho Malabonga","AU0048","Jericho","AU","AU05","Survivor Australia: All Stars",5,27,"Melbourne","Victoria",2,5,2,"2nd voted out",NA,"Vakama",NA,NA,"Male",NA,NA,NA,"Flight Attendant",NA,NA,1,24,"26-29",NA
"444","Jericho Malabonga","AU0048","Jericho","AU","AU02","Survivor Australia: 2017",2,25,"Melbourne","VIC",26,55,24,"Sole Survivor",NA,"Asaga",NA,NA,"Male",NA,NA,NA,"Flight Attendant",NA,NA,1,24,"22-25",NA
"445","Jerri Manthey","US0025","Jerri","US","US20","Survivor: Heroes vs. Villains",20,38,"Los Angeles","California",14,38,17,"17th voted out","9th jury member","Villains",1970-09-05,NA,"Female",NA,NA,"White","Aspiring Actress","ESFP",NA,3,20,"35-39",NA
"446","Jerri Manthey","US0025","Jerri","US","US02","Survivor: The Australian Outback",2,30,"Los Angeles","California",10,27,9,"8th voted out","2nd jury member","Ogakor",1970-09-05,NA,"Female",NA,NA,"White","Aspiring Actress","ESFP",NA,4,16,"26-29",NA
"447","Jerri Manthey","US0025","Jerri","US","US08","Survivor: All-Stars",8,33,"Los Angeles","California",10,24,9,"7th voted out",NA,"Saboga",1970-09-05,NA,"Female",NA,NA,"White","Aspiring Actress","ESFP",NA,3,17,"30-34",NA
"448","Jerry Sims","US0268","Jerry","US","US18","Survivor: Tocantins",18,49,"Rock Hill","South Carolina",3,9,3,"3rd voted out",NA,"Timbira",1959-05-18,NA,"Male","Black",NA,"POC","Sgt - U.S. Army","ISTJ",NA,1,16,"45-50",NA
"449","Jesse Hansen","AU0125","Jesse","AU","AU07","Survivor Australia: Blood vs. Water",7,22,"Canberra","Australian Capital Territory",15,NA,15,"13th voted out","3rd jury member","Blood",NA,NA,"Male",NA,NA,NA,NA,"ISFJ",NA,3,28,"22-25",NA
"450","Jesse Lopez","US0634","Jesse","US","US43","Survivor: 43",43,30,"Durham","North Carolina",NA,NA,NA,NA,NA,"Vesi",1991-11-29,NA,"Male",NA,NA,"POC","Polical Science PhD",NA,NA,3,NA,"26-29",NA
"451","Jessica deBen","US0203","Jessica","US","US14","Survivor: Fiji",14,27,"Los Angeles","California",1,3,1,"1st voted out",NA,"Ravu",1979-04-25,NA,"Female",NA,NA,"White","Fashion Stylist","INFJ",NA,3,19,"26-29",1
"452","Jessica Figueroa","US0484","Figgy","US","US33","Survivor: Millennials vs. Gen X",33,23,"Nashville","Tennessee",6,18,6,"6th voted out",NA,"Vanua",1992-12-12,NA,"Female",NA,"Hispanic or Latino","POC","Bartender","ESFP",NA,2,20,"22-25",NA
"453","Jessica Johnston","US0505","Jessica","US","US35","Survivor: Heroes vs. Healers vs. Hustlers",35,29,"Louisville","Kentucky",7,19,7,"7th voted out",NA,"Soko",1987-04-05,NA,"Female",NA,NA,"White","Nurse Practitioner","ENFP",NA,1,18,"26-29",NA
"454","Jessica Kiper","US0263","Sugar","US","US17","Survivor: Gabon",17,29,"Brooklyn","New York",14,39,16,"2nd runner-up",NA,"Kota",1979-02-22,NA,"Female",NA,NA,"White","Pin-Up Model","ENFP",NA,1,18,"26-29",NA
